data_index,excel_row,split,curve_mae_db,curve_rmse_db,geometry_mean_abs_error,frequency_error_mhz,depth_error_db,true_resonance_ghz,pred_resonance_ghz,true_depth_db,pred_depth_db,true_sx,pred_sx,error_sx,true_sy,pred_sy,error_sy,true_sl,pred_sl,error_sl,true_sw,pred_sw,error_sw
104,106,validation,0.43215994583033945,1.4320243818346405,2.143686,1.1999999999998678,14.348616071516258,2.4001999,2.3989999,-44.233875,-29.885259203141946,6.5,4.4830723,2.0169277,3.0,7.1803637,4.1803637,1.4,2.6868482,1.2868482,7.0,5.909395,1.0906048
105,107,train,0.1009692285861773,0.1920829093098431,0.98476005,0.0,1.4751353630476203,2.4230001,2.4230001,-26.87759,-25.40245481639574,9.5,7.6318207,1.8681793,4.0,4.2770033,0.2770033,1.2,2.3566778,1.1566777,4.0,3.3628201,0.63717985
106,108,train,0.3649052617820079,0.9412903842866023,1.0721667,2.3999000000003434,1.4565526296721636,2.3870001,2.3894,-29.830532,-31.287084703646773,1.5,3.9599442,2.4599442,2.5,3.6010087,1.1010087,2.8,2.6287723,0.1712277,6.0,6.556486,0.5564861
107,109,train,0.33391079721637945,0.6953362713035592,0.88516784,0.0,3.866448617517886,2.3204,2.3204,-22.110872,-18.244423651158872,5.5,3.3525429,2.1474571,8.0,7.4982195,0.5017805,3.0,3.077178,0.077178,10.0,9.185744,0.8142557
108,110,validation,0.38362944206805466,1.0405545677785621,1.7917372,3.599899999999767,7.79214987982078,2.3929999,2.3894,-38.177555,-30.385405204407736,7.5,6.368598,1.131402,9.0,4.2036057,4.7963943,2.0,2.5303032,0.53030324,7.5,6.7911506,0.70884943
109,111,validation,0.13841295458555114,0.2809993035717876,1.9256456,0.0,1.650429574917112,2.4200001,2.4200001,-27.52783,-25.877400548984255,3.5,7.1925516,3.6925516,6.0,4.5087194,1.4912806,3.8,2.6043818,1.1956182,2.5,3.823132,1.323132
110,112,train,0.3566528794337512,0.6640169724845922,0.42179835,0.5999000000000976,1.771656696676235,2.3174,2.3168001,-16.450216,-14.678559596658726,3.0,2.481864,0.518136,2.0,3.0085282,1.0085282,3.8,3.6561296,0.14387035,9.0,9.016659,0.016658783
111,113,validation,0.12881128305590808,0.2334130881774185,2.2014065,0.0,1.114615698327924,2.4217999,2.4217999,-26.672882,-25.5582663817502,4.0,7.258172,3.258172,7.0,4.4106402,2.5893598,3.8,2.3535938,1.4464061,2.0,3.5116878,1.5116878
112,114,train,0.04966926159143997,0.1200851166384319,1.4867598,0.5999000000000976,0.9612064462002721,2.4266,2.4260001,-25.799412,-24.83820532748137,7.5,9.810184,2.3101835,3.5,4.8336377,1.3336377,4.8,3.1341832,1.665817,2.0,2.637401,0.6374011
113,115,validation,1.8870582891419547,4.369707743462461,1.0535104,39.00000000000014,5.016710949145313,2.3599999,2.3989999,-25.11297,-30.129681301318165,5.5,5.787361,0.28736115,4.0,3.3117309,0.68826914,2.8,3.500101,0.70010114,8.5,5.9616895,2.5383105
114,116,validation,0.08332986767237197,0.16477885735801953,2.0651326,0.5999000000000976,1.2608454639334852,2.4230001,2.4236,-26.55064,-25.289794642267687,4.0,7.856499,3.8564992,7.0,4.2804756,2.7195244,2.8,2.386788,0.41321206,2.0,3.2712944,1.2712944
115,117,train,0.1547421357397085,0.3498833438693068,2.24502,0.6000999999997703,1.6849457878583323,2.4182,2.4188001,-28.163961,-26.47901562266413,2.0,7.4024878,5.4024878,6.5,4.140294,2.359706,2.8,2.8900206,0.09002066,3.0,4.127866,1.1278658
116,118,train,0.40385327186737263,0.8627189709364612,1.0320749,0.5997999999998171,0.6190545544997228,2.3726001,2.3731999,-30.018602,-29.399547816716098,4.0,4.3402805,0.34028053,5.5,3.6898403,1.8101597,1.8,2.9828043,1.1828043,8.0,7.204945,0.7950549
117,119,train,2.1276444115396074,4.966558070571028,3.438456,46.799899999999894,2.8936810229120873,2.3540001,2.4008,-28.195347,-31.089027855187478,3.0,6.5339165,3.5339165,8.5,2.7733095,5.7266903,2.0,4.3218956,2.3218956,8.5,6.3286777,2.1713223
118,120,validation,0.31401577998281077,0.9126734868246847,2.2587497,1.800099999999638,6.361911243432125,2.3989999,2.4008,-42.742336,-36.380425029761234,2.0,5.671982,3.6719818,2.5,5.981825,3.4818249,1.2,2.4607506,1.2607505,6.5,5.8795586,0.62044144
119,121,validation,0.3287283961517832,0.7583860787251805,1.0590053,1.200000000000312,0.5526098542460431,2.402,2.4008,-36.363888,-35.81127793261919,8.5,6.0881577,2.4118423,5.0,4.5535135,0.44648647,2.6,2.7364554,0.13645554,7.0,5.7587633,1.2412367
120,122,train,0.4263033348353399,0.9356797129796227,1.7294581,3.600099999999884,4.235424067496194,2.3504,2.3540001,-26.960297,-22.72487256336318,8.0,5.632755,2.3672452,6.0,3.9373064,2.0626936,3.6,4.6451635,1.0451636,10.0,8.55727,1.44273
121,123,train,0.14366581780004747,0.26798445385307906,1.9419633,0.5997999999998171,1.5151214439060183,2.4205999,2.4200001,-27.331297,-25.81617547687035,2.5,7.0000896,4.5000896,6.5,4.580926,1.919074,1.8,2.4310813,0.63108134,3.0,3.717608,0.717608
122,124,train,0.4011152594162555,0.8370873881878613,1.2193094,0.6000999999997703,5.24395109497852,2.3894,2.3900001,-42.620773,-37.37682222045117,7.5,5.031214,2.4687858,4.0,5.3169208,1.3169208,2.8,2.6096618,0.19033813,7.5,6.598807,0.90119314
123,125,train,0.1494625471746514,0.32717862910131285,1.3088729,0.0,2.1300638975846127,2.4188001,2.4188001,-28.57831,-26.44824611523277,9.5,7.452557,2.047443,3.0,4.1671214,1.1671214,3.6,2.9162765,0.68372345,5.5,4.162796,1.337204
124,126,validation,0.15007795579992927,0.3528848034456631,2.3438015,0.0,0.28161351052516537,2.4128001,2.4128001,-29.013105,-28.73149188193089,10.5,6.9225197,3.5774803,7.5,4.811805,2.6881952,2.0,2.9216046,0.92160463,7.0,4.8120737,2.1879263
125,127,train,0.14585112729764405,0.29530367739417457,0.7013395,0.5999000000000976,1.4745338429697945,2.4194,2.4188001,-27.798468,-26.323933793138604,7.0,7.3263836,0.3263836,5.0,4.361337,0.6386628,4.6,2.7901502,1.8098497,4.0,4.030462,0.030461788
126,128,validation,1.9530830864991002,4.547739857056926,1.6480124,41.399900000000045,6.751088613023612,2.3576,2.3989999,-25.976475,-32.7275633749865,3.5,6.154707,2.654707,1.0,2.8337002,1.8337002,4.8,3.7278442,1.072156,7.0,5.9685135,1.0314865
127,129,train,0.2328226035957074,0.4917920173545814,0.15496445,0.0,1.4862930222961808,2.3756001,2.3756001,-33.629208,-32.142914588787804,5.5,5.461267,0.038733006,6.0,5.6735,0.32649994,3.2,3.3419402,0.14194012,7.5,7.3873153,0.11268473
128,130,train,0.5195055822584924,0.9327205906209849,1.36247,1.8001000000000822,3.6632028882369454,2.3336,2.3354001,-23.166952,-19.503749244941766,6.5,3.494371,3.005629,6.5,5.7181616,0.7818384,3.0,3.2714472,0.27144718,10.0,8.609035,1.3909655
129,131,validation,0.1844012666087895,0.46016706116192235,3.1824017,0.6000999999997703,2.946966061396445,2.4224,2.4230001,-21.711226,-24.65819157104,2.5,8.680886,6.1808863,1.0,4.307732,3.307732,1.4,3.2592986,1.8592986,2.5,3.881689,1.3816891
130,132,train,1.7165357252888764,3.9439193806080337,1.0701618,29.99989999999997,7.5756274910731065,2.369,2.3989999,-27.230257,-34.805884525374864,5.0,4.726343,0.27365685,4.0,2.4614286,1.5385714,2.4,2.7561896,0.3561895,8.0,5.8877707,2.1122293
131,133,train,0.4123317257769243,0.897930347663873,2.9314616,0.0,6.4561881822949125,2.3432,2.3432,-27.595276,-21.139087696611337,7.5,1.6944227,5.8055773,7.0,4.8490596,2.1509404,4.8,2.392984,2.4070163,10.0,8.637688,1.3623123
132,134,train,0.20309380201457183,0.4345801183074531,2.985988,0.0,2.9141953267545944,2.4188001,2.4188001,-22.793768,-25.707963255831743,2.0,8.104004,6.104004,1.0,4.423356,3.423356,3.8,3.284937,0.51506305,2.5,4.4015284,1.9015284
133,135,train,0.29611422449200175,0.6525929536801411,0.74798983,0.0,0.7621999126049701,2.4008,2.4008,-37.466793,-38.228992972907704,6.5,5.599367,0.90063286,5.0,4.909229,0.0907712,4.6,2.8598917,1.7401083,6.0,5.739553,0.26044703
134,136,train,0.2440392168424609,0.6517675990408814,0.5791575,0.0,4.477433147404966,2.3900001,2.3900001,-44.843185,-40.36575227739972,4.5,5.545593,1.0455928,6.0,5.67451,0.32549,4.0,3.4428964,0.55710363,6.0,6.3884435,0.38844347
135,137,train,0.20752815673831096,0.5485285693060968,1.9691128,1.1999999999998678,1.9526933650480807,2.411,2.4122,-24.96325,-26.91594257159105,4.0,7.4297667,3.4297667,1.0,4.2813964,3.2813964,3.4,3.5038989,0.10389876,4.0,5.0613894,1.0613894
136,138,train,0.21276415007794014,0.5461093269451757,1.7623103,1.800099999999638,5.26014540949712,2.3989999,2.4008,-38.7153,-33.455156104174755,0.5,5.46745,4.96745,7.0,6.0259056,0.9740944,2.0,2.6432595,0.6432595,5.5,5.964437,0.464437
137,139,train,0.1528762287709328,0.33630076987535523,1.0262207,0.6000999999997703,2.300565786508372,2.4188001,2.4182,-28.787477,-26.48691170677776,8.5,7.437474,1.0625262,3.0,4.129028,1.1290278,4.0,2.9172578,1.0827422,5.0,4.1694136,0.83058643
138,140,train,0.04757760205765546,0.10696415091915774,0.86783,0.6001000000002144,0.9135933784313721,2.4260001,2.4254,-25.81377,-24.90017691575808,8.5,9.25919,0.7591896,6.5,4.636638,1.8633618,2.8,2.8863888,0.08638883,2.0,2.7623796,0.76237965
139,141,train,0.16501700938875616,0.3381867712263461,1.2031626,0.0,2.1040313089028793,2.4188001,2.4188001,-28.663752,-26.559720293269972,4.0,7.2293673,3.2293673,4.0,4.215226,0.21522617,2.0,2.7946508,0.7946508,3.5,4.0734057,0.57340574
140,142,train,0.05175165378583085,0.13068127243500968,1.1605093,0.0,1.1214286498873278,2.4272001,2.4272001,-25.744907,-24.623478729263063,10.0,10.29623,0.29623032,4.0,4.8040395,0.8040395,4.6,3.4517977,1.1482022,5.0,2.6064343,2.3935657
141,143,train,0.3402733610070857,0.7392520897730717,2.0484395,0.0,0.2705390811250936,2.4008,2.4008,-37.19646,-37.46699980500205,9.5,6.0167613,3.4832387,3.5,4.6859965,1.1859965,4.2,2.89753,1.3024697,8.0,5.777947,2.222053
142,144,train,0.2745844450172322,0.4852157877961644,1.3123287,3.599899999999767,0.6595917214940705,2.2976,2.3011999,-15.430288,-14.770696593325265,4.5,2.0333538,2.4666462,2.0,4.0539002,2.0539002,4.2,4.0771484,0.12285137,10.0,9.394083,0.605917
143,145,train,0.4041544730723583,0.7694324556763964,1.0866351,1.8000000000002458,2.4838339411380588,2.339,2.3408,-22.689667,-20.205832806908816,4.0,1.8194071,2.180593,6.0,4.2837777,1.7162223,2.8,2.6215763,0.17842364,9.0,8.728699,0.27130127
144,146,validation,0.4116367410060885,0.8493617754644698,2.7699502,1.799799999999685,1.7169803104196575,2.3773999,2.3756001,-30.343903,-32.06088289831028,9.5,6.3613453,3.1386547,1.5,6.016507,4.516507,4.6,3.542149,1.0578508,10.0,7.633212,2.366788
145,147,train,0.1318360999830397,0.24223450281334993,1.5813072,0.0,0.9900406927286802,2.4217999,2.4217999,-26.545885,-25.55584439333089,6.0,7.238261,1.2382612,8.0,4.49293,3.50707,3.4,2.4187145,0.9812856,3.0,3.5986116,0.5986116
146,148,train,0.3306621306803282,0.6489853132340586,0.38592988,5.999800000000111,3.2782245689631058,2.3096001,2.3155999,-16.640575,-13.362350839972441,2.0,2.4558065,0.4558065,3.5,2.9524128,0.54758716,4.0,3.7012684,0.29873157,9.0,9.241594,0.24159431
147,149,train,0.04816676158124808,0.11648843288328724,0.5610516,0.5999000000000976,0.9974544168300099,2.4266,2.4260001,-25.868624,-24.871169316690498,9.5,9.62429,0.12429047,3.0,4.7899528,1.7899528,3.2,3.0373724,0.1626277,2.5,2.6673355,0.16733551
148,150,validation,0.4565591083515866,1.073553754515005,2.3228326,1.1999999999998678,1.8201680618269869,2.3743999,2.3731999,-29.915457,-28.0952887100236,1.0,4.658104,3.658104,1.0,4.5659876,3.5659876,3.8,3.1487677,0.65123224,6.0,7.416007,1.416007
149,151,train,0.0722642457106694,0.14601835199940347,2.095069,0.0,1.4896971298464798,2.4236,2.4236,-26.682714,-25.193017332433794,2.0,8.089681,6.0896807,4.5,4.200263,0.29973698,1.6,2.4252396,0.82523954,2.0,3.165619,1.1656189
150,152,train,0.0624458213780887,0.11950300309672113,2.1378083,0.0,0.7451981932887151,2.4247999,2.4247999,-25.696579,-24.951380786203472,10.5,8.907139,1.5928612,5.0,4.397271,0.60272884,4.8,2.8620355,1.9379647,7.5,3.0823212,4.417679
151,153,train,0.5704738598622039,1.0413744973632035,1.4033594,1.1999000000000315,4.545428919318088,2.3318,2.3329999,-25.144934,-20.599504781243436,7.0,4.2846227,2.7153773,7.5,6.7599316,0.74006844,4.6,3.8532858,0.7467141,10.0,8.588722,1.4112778
152,154,validation,2.0134453656579097,4.022067577615676,1.9911168,65.99999999999983,2.4518826484608507,2.273,2.339,-17.236576,-14.784693431861415,0.0,1.8956747,1.8956747,8.0,3.313148,4.686852,3.4,2.5552893,0.8447108,10.0,9.46277,0.53722954
153,155,train,0.15382507574308352,0.3138226659407648,0.7512908,0.0,1.5969984870458234,2.4188001,2.4188001,-28.071753,-26.47475406117195,6.5,7.3092318,0.80923176,4.5,4.258856,0.24114418,4.2,2.825975,1.3740249,3.5,4.0807624,0.5807624
154,156,validation,1.0102251907506095,2.5247728260935576,1.7699718,9.599899999999995,10.540563166357941,2.3462,2.3366001,-27.588728,-17.048164784691863,6.0,2.241962,3.758038,8.5,5.7987847,2.7012153,3.4,2.9431708,0.4568293,9.0,8.836195,0.16380501
155,157,train,0.33908225199559916,0.7450680621408858,1.6155111,0.6001000000002144,0.6086047062171787,2.4014001,2.4008,-36.046032,-36.654636658121476,9.0,6.044854,2.9551458,5.5,4.5951567,0.90484333,2.0,2.8433957,0.8433957,7.5,5.7413406,1.7586594
156,158,train,0.45413690992464784,0.8673676080679303,0.86507004,1.8000000000002458,1.7545598094118802,2.336,2.3378,-21.067654,-19.31309384659398,1.0,2.5234725,1.5234725,5.5,4.7838507,0.71614933,3.6,2.9945855,0.6054144,8.0,8.615244,0.6152439
157,159,validation,0.06859408662157092,0.12958307194869123,2.831696,0.0,0.20700300505586355,2.4247999,2.4247999,-24.723028,-24.930031188039262,11.0,8.918677,2.0813227,9.0,4.3858814,4.6141186,4.2,2.904046,1.2959538,6.5,3.1646109,3.3353891
158,160,train,0.04551554005370292,0.11030383004068756,1.2237105,0.5999000000000976,0.9024670457597317,2.4266,2.4260001,-25.756687,-24.85422011854691,11.5,9.749244,1.7507563,5.5,4.8096647,0.6903353,1.0,3.110954,2.110954,3.0,2.657204,0.3427961
159,161,train,0.12153770012503248,0.24478306478549902,0.52245945,0.6001000000002144,0.7614057189167838,2.4296,2.4289999,-25.149324,-24.387918698197474,10.5,10.911438,0.411438,4.5,3.9378104,0.5621896,4.4,4.0498366,0.35016346,3.5,2.7339532,0.76604676
160,162,train,0.2580392646796081,0.7345106586988145,1.0279136,3.0000000000001137,4.819960930732762,2.4044001,2.4014001,-35.15617,-30.33620896062466,6.5,8.658735,2.1587353,5.5,5.6714134,0.17141342,1.0,2.4938664,1.4938664,7.0,6.712361,0.28763914
161,163,train,0.3175728072708197,0.8677282007442553,1.7543508,1.8000000000002458,12.984846490717914,2.4026,2.4008,-45.74856,-32.763715368412946,4.5,4.7754183,0.27541828,0.0,3.7759552,3.7759552,3.0,2.214882,0.7851181,3.5,5.6809115,2.1809115
162,164,train,0.1621540791589311,0.3788522241079674,2.5131528,0.0,3.540450725309306,2.4188001,2.4188001,-30.073172,-26.53272089029128,1.5,7.282116,5.782116,1.5,4.013914,2.513914,1.6,2.8104389,1.2104388,3.5,4.0461426,0.5461426
163,165,validation,0.8575176698284005,2.2631212612330254,2.061986,10.199799999999648,10.405801480393933,2.3857999,2.3756001,-37.414417,-27.00861578645177,0.5,4.5077333,4.0077333,6.0,3.601818,2.398182,2.0,3.4626677,1.4626677,6.5,6.8793616,0.37936163
164,166,validation,0.18372240079892313,0.38618303694937595,0.9989937,1.1999000000000315,1.4874475314122257,2.414,2.4128001,-29.9753,-28.487852303792852,8.5,6.6636477,1.8363523,4.5,5.229336,0.7293358,3.2,2.5223799,0.6776202,5.5,4.7473335,0.7526665
165,167,validation,0.25187453957163325,0.5318559997148314,0.48549545,0.0,1.4681418544322256,2.3018,2.3018,-16.668238,-15.200095831725001,1.5,2.3375118,0.8375118,4.5,4.8638725,0.36387253,4.4,3.9370077,0.46299243,9.0,9.277605,0.27760506
166,168,train,1.654397176438418,3.7493882656557336,1.170568,29.99989999999997,9.636564904864287,2.369,2.3989999,-23.239014,-32.87557857673929,3.0,5.014134,2.014134,1.5,2.8120255,1.3120255,3.2,2.9303637,0.2696364,7.0,5.9135237,1.0864763
167,169,train,0.13224913018498563,0.25103068490342784,2.141718,0.0,2.027180912005342,2.4217999,2.4217999,-27.72811,-25.70092844773587,5.0,7.0075617,2.0075617,1.5,4.516032,3.0160322,4.8,2.2410252,2.558975,2.5,3.484302,0.98430204
168,170,train,0.31215533646345894,0.7268777407082957,2.2976007,0.5999000000000976,4.475729973836948,2.3828001,2.3834,-36.914482,-32.43875214286227,1.0,4.120224,3.120224,1.0,5.962982,4.962982,1.6,2.577037,0.9770371,7.0,6.869841,0.1301589
169,171,train,0.4572036090724316,0.8492379291120155,2.5623367,8.99979999999978,0.3852318167101032,2.2922001,2.3011999,-14.04914,-13.663908159791362,7.0,2.0192063,4.980794,0.0,3.3551414,3.3551414,4.8,4.4076138,0.39238644,8.0,9.521025,1.5210247
170,172,train,1.6859596953740312,3.9140391438479973,2.6901612,31.19990000000028,10.541881369840361,2.3678,2.3989999,-25.585033,-36.12691478658841,9.0,5.3350496,3.6649504,0.5,2.4908752,1.9908752,4.6,3.0358722,1.5641277,9.5,5.959309,3.540691
171,173,train,0.2774437758720478,0.6658974028122281,1.954077,3.600099999999884,1.1833052463325586,2.4326,2.4289999,-23.700314,-24.883618814447793,12.0,10.977022,1.0229778,8.0,4.4332533,3.5667467,4.2,4.4049892,0.20498943,6.0,2.9784057,3.0215943
172,174,train,0.05284260201064124,0.1309926971424334,2.309894,0.0,1.5556014076651508,2.4242001,2.4242001,-26.667463,-25.111861894947154,2.0,8.390384,6.3903837,3.5,4.2453613,0.7453613,1.4,2.4707847,1.0707847,2.0,3.0330472,1.0330472
173,175,validation,0.04648607104598529,0.11691789860954137,1.650058,0.0,1.3906586342153417,2.4247999,2.4247999,-26.439112,-25.048453075379385,11.5,8.534778,2.9652224,2.5,4.276793,1.776793,2.2,2.5662847,0.3662846,4.5,3.0080678,1.4919322
174,176,train,0.24974345887110558,0.5953787249558213,1.2323813,0.6001000000002144,0.7971706151593878,2.3798001,2.3792,-35.6674,-34.870229744948034,5.5,5.4505014,0.049498558,6.0,7.3039384,1.3039384,1.0,2.8658357,1.8658357,9.0,7.289747,1.7102528
175,177,validation,0.24630476154911796,0.5955795694748629,1.5633801,1.1999999999998678,2.6451347054691965,2.408,2.4092,-30.856468,-28.211333495214397,6.5,7.686857,1.1868572,8.0,4.0979285,3.9020715,2.4,3.5608602,1.1608601,5.5,5.5037317,0.0037317276
176,178,train,0.26568778091742135,0.5563305359383532,2.430584,0.0,0.580665233697303,2.4008,2.4008,-38.26883,-37.68816411200582,0.5,5.097598,4.597598,1.5,4.5144696,3.0144696,3.6,2.6262865,0.9737134,4.5,5.6365547,1.1365547
177,179,train,0.19542559700903683,0.5146493940751417,1.7366259,1.8001000000000822,3.706202800830237,2.4308,2.4289999,-20.961018,-24.667220409472815,11.0,10.808776,0.1912241,1.0,3.9335253,2.9335253,5.0,4.3851366,0.6148634,6.5,3.293109,3.206891
178,180,train,0.16292956492285177,0.35268737381498105,1.7245678,0.5997999999998171,0.18032433815722726,2.4133999,2.4128001,-28.57698,-28.396656252663085,8.5,6.910204,1.5897961,9.0,5.0002136,3.9997864,2.2,2.7704408,0.57044077,5.5,4.761752,0.7382479
179,181,train,0.12362603353114497,0.22480842259506514,1.8664517,0.0,1.0090882850431804,2.4224,2.4224,-26.51123,-25.50214218370682,5.5,7.3451014,1.8451014,7.0,4.4030347,2.5969653,4.4,2.3793683,2.0206318,2.5,3.5031087,1.0031087
180,182,validation,0.9185296802248025,2.9282494438610818,3.6802728,7.80010000000031,15.8871811688179,2.4044001,2.3966,-45.727596,-29.840415114141084,2.0,9.033397,7.0333967,3.0,7.9436207,4.9436207,1.2,1.5693475,0.36934745,6.0,8.374726,2.3747263
181,183,train,0.4106590162817631,0.7433896510474526,1.5017848,1.1999999999998678,0.2391088476976293,2.3413999,2.3401999,-19.156136,-19.39524440677966,4.0,2.154558,1.845442,1.5,3.6243324,2.1243324,1.8,2.8182359,1.0182359,9.5,8.480871,1.0191288
182,184,validation,0.04836160215933123,0.11365324100628144,1.0791965,0.5999000000000976,0.9279207717982985,2.4266,2.4260001,-25.801973,-24.87405257109721,8.0,9.592254,1.5922537,4.0,4.774246,0.7742462,4.8,3.0264647,1.7735355,2.5,2.6767504,0.17675042
183,185,train,0.08074531243874929,0.15589221055255192,1.0437161,0.0,1.061246780768549,2.4236,2.4236,-26.254272,-25.19302568016895,9.0,8.034148,0.9658518,6.5,4.220383,2.2796168,3.2,2.4884093,0.71159077,3.5,3.282195,0.21780491
184,186,train,0.08513770618908893,0.17527397897900654,0.9472183,0.0,1.7224479768943617,2.4236,2.4236,-27.026281,-25.30383337991716,7.0,7.8703136,0.87031364,2.5,4.2025504,1.7025504,1.4,2.361848,0.96184814,3.5,3.245839,0.25416088
185,187,validation,0.04807101690422425,0.11793021775455502,1.841336,0.5999000000000976,1.0316932605940181,2.4266,2.4260001,-25.902163,-24.870469291285865,11.0,9.63032,1.3696804,0.5,4.79343,4.29343,2.0,3.037928,1.0379281,2.0,2.6643057,0.6643057
186,188,validation,0.328988592357045,1.0759954227827075,2.3737092,1.8000000000002458,17.817450523881682,2.4026,2.4008,-50.917767,-33.10031604716324,5.5,4.4093375,1.0906625,0.0,3.557424,3.557424,4.6,2.0843153,2.5156846,3.5,5.831065,2.3310652
187,189,train,0.14780052357230114,0.30299226148725594,2.3921766,0.0,2.6860554474726825,2.4200001,2.4200001,-28.712198,-26.026142809973607,1.0,6.9247694,5.9247694,2.5,4.532175,2.032175,2.8,2.463346,0.33665395,2.5,3.7751088,1.2751088
188,190,train,0.05385155469643885,0.12725750216378184,1.2153901,1.1999000000000315,0.9445299095949977,2.4277999,2.4266,-25.574266,-24.629736524120823,12.0,10.271426,1.7285738,3.0,4.779829,1.779829,2.2,3.4406507,1.2406507,2.5,2.6125069,0.11250687
189,191,train,0.5740364136163092,1.0192436262374611,1.7213215,10.199999999999765,1.1079501480783573,2.2567999,2.2465999,-10.399568,-9.291617455986584,3.5,0.42513674,3.0748632,0.0,0.83602685,0.83602685,3.0,4.1383457,1.1383457,8.0,9.83605,1.83605
190,192,train,0.33754918572962467,0.8408502909357565,2.4702432,0.6001000000002144,1.7608226349970977,2.3887999,2.3894,-33.265484,-35.02630649119827,7.5,4.162513,3.3374872,0.5,3.9108658,3.4108658,1.2,2.4428825,1.2428825,8.5,6.610263,1.8897371
191,193,train,0.19252632801742622,0.561227255352978,1.765861,1.799800000000129,2.615458439877628,2.4031999,2.4014001,-34.803814,-32.188355494448544,11.0,7.629211,3.370789,5.0,5.3870263,0.3870263,1.4,2.1775904,0.7775904,9.0,6.4719615,2.5280385
192,194,validation,0.13037865012501784,0.2397129711283388,2.055255,0.0,1.7122793083839056,2.4224,2.4224,-27.33506,-25.622780811245,4.0,7.147545,3.1475449,2.5,4.3792586,1.8792586,4.0,2.2662299,1.7337701,2.0,3.460446,1.4604459
193,195,validation,0.3646231473812338,0.7692148441441734,1.807949,0.6000999999997703,0.810603258725763,2.3803999,2.381,-33.32422,-34.13482200872576,0.5,5.326911,4.826911,6.0,6.8492894,0.8492894,3.4,2.9302714,0.4697287,6.0,7.0858665,1.0858665
194,196,train,0.056506079939929184,0.11883020034155667,1.325141,0.0,0.8965148567196373,2.4242001,2.4242001,-25.966736,-25.070220983124113,9.0,8.377087,0.62291336,6.5,4.2567744,2.2432256,4.2,2.597519,1.6024809,4.0,3.168056,0.831944
195,197,train,0.050020645963450364,0.1130553973423321,0.3864876,0.0,0.9962714989211641,2.4254,2.4254,-25.92959,-24.933318726298562,8.5,9.096112,0.59611225,5.0,4.5641,0.4359002,2.6,2.8134933,0.21349335,2.5,2.8004446,0.3004446
196,198,validation,0.29130543478875287,0.8824083045163102,2.2283735,0.0,11.188004128413539,2.3984001,2.3984001,-43.83244,-32.64443529419388,9.5,6.779882,2.720118,3.0,6.790666,3.790666,3.4,2.2032442,1.1967559,8.0,6.794046,1.2059541
197,199,train,0.3410245796156571,0.7163062431251117,2.9506516,0.5997999999998171,0.14827031138912616,2.3798001,2.3803999,-33.47901,-33.62728184703366,1.0,5.417448,4.417448,1.0,6.8944187,5.8944187,3.2,2.8857923,0.3142078,6.0,7.1765313,1.1765313
198,200,train,0.06491560263762428,0.13551111683388212,1.1110051,0.5998000000002612,0.8115602950922138,2.4277999,2.4272001,-25.233526,-24.421965934766185,11.0,10.456528,0.5434723,7.5,4.6237473,2.8762527,4.0,3.621263,0.37873697,2.0,2.6455584,0.64555836
199,201,train,0.3430212246507159,0.6807903280944253,0.27456364,1.8000000000002458,0.2911342058511366,2.2478001,2.2460001,-9.996029,-10.287163105997621,0.5,0.4474576,0.05254239,0.5,0.81353635,0.31353635,4.2,4.880953,0.680953,10.0,9.948777,0.0512228
200,202,train,0.16857025347161697,0.43549950042941427,1.4416279,0.0,3.0409759721130314,2.4260001,2.4260001,-21.078432,-24.119408055242914,8.5,9.774977,1.2749767,1.0,4.305987,3.305987,4.0,3.6980934,0.3019066,2.5,3.3836412,0.88364124
201,203,train,1.7612876722697237,4.085899802085869,2.5197146,31.19990000000028,8.753415122539543,2.3678,2.3989999,-28.41263,-37.1660452037163,1.0,4.9113936,3.9113936,6.0,2.093013,3.906987,2.2,2.849841,0.64984107,7.5,5.8893633,1.6106367
202,204,train,0.044819255662006556,0.099509156857877,0.7677484,0.6000999999997703,1.0242729059512463,2.4254,2.4247999,-25.982979,-24.958705914849535,9.0,8.868158,0.13184166,5.5,4.4355254,1.0644746,4.0,2.723424,1.276576,3.5,2.9018986,0.5981014
203,205,validation,0.04426751882773679,0.1041727581239739,1.6557169,0.5999000000000976,0.3541725314920008,2.4266,2.4260001,-25.225399,-24.871226485841984,9.0,9.647386,0.6473856,9.0,4.721262,4.278738,4.6,3.1481724,1.4518275,2.5,2.7449162,0.2449162
204,206,train,0.33579762968006177,0.7927956765675501,0.537983,1.2002000000004287,2.2450446087447773,2.3743999,2.3756001,-28.17156,-30.416604896220363,4.5,4.7860255,0.28602552,3.5,4.447427,0.9474268,3.8,3.182127,0.61787295,7.0,7.3006067,0.30060673
205,207,train,0.05174702109854548,0.1202785333609407,0.8239626,0.0,1.145123785273384,2.4254,2.4254,-26.08582,-24.94069545911138,9.5,9.030284,0.46971607,3.0,4.539402,1.539402,1.8,2.7776737,0.97767377,2.5,2.8090587,0.30905867
206,208,train,0.22817738702262141,0.6209223097113219,1.557524,0.0,4.874509308874419,2.4092,2.4092,-34.077477,-29.202967192590425,9.5,7.4942856,2.0057144,1.5,3.794163,2.294163,2.6,3.4635708,0.8635709,6.5,5.4333525,1.0666475
